source_identifier,model,remote_files,parents,has_work_type,local_identifier,ark,acquisition_identifier,oclc,issn,isbn,title,alternative_title,abstract,table_of_contents,utk_creator,date_created,date_issued,date_other,date_created_d,date_issued_d,date_other_d,publisher,utk_publisher,publication_place,utk_place_of_publication,note,extent,instrumentation,first_line,intended_audience,rights_statement,spatial_local,spatial,coordinates,temporal,call_number,bibliographic_citation,provider,intermediate_provider,repository,archival_collection,subject,keyword,form,resource_type,form_local,language,sheetmusic_hostitem,is_part_of,photographer,utk_photographer,creator,contributor,utk_contributor
tenncities:424,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000524 | 0325 | tenncities:424 | record_spc_4180,,,,,,East Tennessee Hospital for the Insane,,"East Tennessee Hospital for the Insane opened in 1886 with 99 patients transferred from the older Tennessee Lunatic Asylum in Nashville. In 1920, the facility's name was changed to Eastern State Hospital as part of a program to rename all of the asylums in the state. The facility was updated in 1971 after a number of deficiencies were exposed. The hospital's name was changed again, this time incorporating the phrase ""Mental Health Institute,"" in 1977.",,,1898-1920,,,1898/1920,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh2006007120 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640 | http://id.loc.gov/authorities/names/no2002081505,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:295,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000395 | 0196 | tenncities:295 | record_spc_4051,,,,,,View of South Fort Sanders,,"View of South Fort Sanders looking toward the University of Tennessee's ""Hill."" UT razed most of the structures in this area when it expanded its campus westward in the 1960s.",,,1954,,,1954,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85101264 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:475,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000575 | 0376 | tenncities:475 | record_spc_4231,,,,,,First Baptist Church,,"Brothers James and John Moses organized the congregation that would become First Baptist Church in 1843. The church's first permanent building stood on Gay Street and was completed in 1850. The congregation split in 1869, and the dissidents formed Second Baptist Church. First Baptist Church moved to their second home (made possible in large part by merchant and philanthropist W. W. Woodruff) in 1888. A later building, located at the corner of Walnut and Main Streets, was completed in 1924 and was placed on the National Register of Historic Places in 1997.",,,1924-1930,,,1924/1930,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85026263 | http://id.loc.gov/authorities/subjects/sh85025867 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,Knoxville Engraving Co.,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:420,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000520 | 0321 | tenncities:420 | record_spc_4176,,,,,,Louisville & Nashville Railroad Depot,,"Louisville & Nashville Railroad Depot was completed in 1906 and featured such amenities as a Ladies' Waiting Room with a private entrance, a fireplace, rocking chairs, and desks complete with L&N stationery. The building was renovated for the 1982 World's Fair.",,,"Jul 24, 1915",1991,,"Jul 24, 1915",,,,East Tennessee Historical Society,,"500 W Church Ave, Knoxville, TN 37902",,,,,,http://rightsstatements.org/vocab/CNE/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh87002049 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/names/n94062292,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:492,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000592 | 0393 | tenncities:492 | record_spc_4248,,,,,,Port of Knoxville Public Terminal,,"River traffic has flowed through East Tennessee since the area was settled in the late 18th century. From 1930 to 1933, Tennessee Valley Authority (TVA) made a number of improvements to the river that allowed for a significant increase in the quantity of Knoxville's river trade. TVA operated Knoxville's Public Terminal (located on Neyland Drive) from 1944 to 1952, when it was leased to private interests. In 1962, the terminal was sold and became a for-hire facility.",,,1954-1968,,,1954/1968,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Tennessee River,http://id.loc.gov/authorities/subjects/sh85133887,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85101268,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,http://id.loc.gov/authorities/names/no2018123876,,,,
tenncities:126,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000226 | 0027 | tenncities:126 | record_spc_3882,,,,,,Star Laundry Building,,View of the Star Laundry building.,,,1915,,,1915,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85075068 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:258,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000358 | 0159 | tenncities:258 | record_spc_4014,,,,,,Tennessee River,,"View of the Tennessee River (looking east towards Knoxville) showing the courthouse and Gay Street Bridge. A caption written on the photograph reads, ""steamboat excursion load of teachers.""",,,1898-1929,,,1898/1929,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Tennessee River,http://id.loc.gov/authorities/subjects/sh85133887,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85101268,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:208,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000308 | 0109 | tenncities:208 | record_spc_3964,,,,,,Interior of an unidentified Knoxville home,,"View of the interior of an unidentified Knoxville home. The caption reads ""Room at home 1899""",,,1899,,,1899,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85040261 | http://id.loc.gov/authorities/subjects/sh85101228 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:303,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000403 | 0204 | tenncities:303 | record_spc_4059,,,,,,Chilhowee Park,,"Boaters on Chilhowee Park's lake. Originally known as Lake Ottossee, Chilhowee Park began to develop as a recreational area in 1890 when William G. McAdoo opened a streetcar line making the lake easily accessible from Knoxville. The area was renamed Chilhowee Park in 1900 and was the site of several expositions between 1910 and 1913.",,,1900-1912,,,1900/1912,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knox County (Tenn.),http://id.loc.gov/authorities/names/n81102870,"35.99322, -83.93709",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh98001733 | http://id.loc.gov/authorities/subjects/sh85015159,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:278,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000378 | 0179 | tenncities:278 | record_spc_4034,,,,,,North Knoxville Freeway Interchange,,Aerial view of a major freeway interchange in Knoxville.,,,1960,,,1960,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Mechanicsville (Tenn.),http://id.loc.gov/authorities/names/n2008019547,"35.89368, -85.9511",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh2003007780 | http://id.loc.gov/authorities/subjects/sh85101264,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:567,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000667 | 0468 | tenncities:567 | record_spc_4323,,,,,,World's Fair grounds,,"View of the World's Fair grounds. The Knoxville International Energy Exposition (better known as the World's Fair) was held in Knoxville from May to October 1982 on a 67-acre area just west of the city's center. 19 nations in addition to the United States participated in the exposition which drew over 11 million visitors. While many of the buildings constructed for the event were eventually demolished, part of the site ultimately became a public park.",,,May 1982 - October 1982,,,"May 1, 1982/Oct 31, 1982",,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85046347 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640 | http://id.loc.gov/authorities/names/n82114257,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:460,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000560 | 0361 | tenncities:460 | record_spc_4216,,,,,,Marble quarry,,View of an unidentified marble quarry near Knoxville.,,,1900-1930,,,1900/1930,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85080943 | http://id.loc.gov/authorities/subjects/sh85109481 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:533,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000633 | 0434 | tenncities:533 | record_spc_4289,,,,,,Gay Street (600 Block),,View on Gay Street in downtown Knoxville. Visible is the Burwell Building.,,,1922-1928,,,1922/1928,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh2009118693 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:138,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000238 | 0039 | tenncities:138 | record_spc_3894,,,,,,Earthworks at the Battle of Fort Sanders,,View from the earthworks at Fort Sanders (looking south). Buildings shown include the Strong Mansion and Melrose Estate.,,,1863,,,1863,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:411,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000511 | 0312 | tenncities:411 | record_spc_4167,,,,,,Interior of the Appalachian Exposition's Main Building,,"View of the interior of the Main Building at the Appalachian Exposition. The 1910 Appalachian Exposition was held from September 12 to October 12 in Knoxville's Chilhowee Park. The first of its kind in Appalachia, the fair was intended to demonstrate Southern progress in industry and commerce and to advocate the preservation of the area's natural resources.",,,"Dec 14, 1911",1991,,"Dec 14, 1911",,,,East Tennessee Historical Society,,"500 W Church Ave, Knoxville, TN 37902",,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85046347 | http://id.loc.gov/authorities/subjects/sh85101228 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:175,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000275 | 0076 | tenncities:175 | record_spc_3931,,,,,,Young Men's Christian Association (YMCA),,"Knoxville's first YMCA (Young Men's Christian Association) was organized in 1854 at Second Presbyterian Church. The organization moved to this structure, standing on the corner of Commerce Avenue and State Street, in 1900. They continued to meet here until 1929 when they moved to a newer building on the corner of Locust Street and Clinch Avenue.",,,1920-1929,,,1920/1929,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85149287 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:436,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000536 | 0337 | tenncities:436 | record_spc_4192,,,,,,"University of Tennessee's ""Hill""",,"View of the University of Tennessee's ""Hill,"" including Ayres Hall, Science Hall, South College, and Shields-Watkins Field shortly after construction.",,,1929,,,1929,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh2003010579 | http://id.loc.gov/authorities/subjects/sh85101264 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640 | http://id.loc.gov/authorities/names/n80003889,Knoxville Engraving Co.,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
